county,year,avg_alcohol_level_g210L,num_tests
Adair,2002,0.144,10
Adair,2003,0.124,46
Adair,2004,0.122,32
Adair,2005,0.124,26
Adair,2006,0.104,27
Adair,2007,0.117,35
Adair,2008,0.114,30
Adair,2009,0.15,23
Adair,2010,0.173,20
Adair,2012,0.124,24
Adair,2013,0.126,21
Adair,2014,0.159,29
Adair,2015,0.133,25
Adair,2016,0.142,28
Adair,2017,0.152,23
Adair,2018,0.115,20
Adair,2019,0.152,16
Adair,2020,0.142,30
Adair,2021,0.129,38
Adair,2022,0.15,54
Adair,2023,0.16,31
Adair,2024,0.148,21
Adair,2025,0.143,21
Adair,2026,0.15,8
Adams,2002,0.187,4
Adams,2003,0.101,11
Adams,2004,0.168,15
Adams,2005,0.177,7
Adams,2006,0.151,27
Adams,2007,0.137,12
Adams,2008,0.1,11
Adams,2009,0.144,20
Adams,2010,0.126,24
Adams,2011,0.124,29
Adams,2012,0.122,29
Adams,2013,0.141,23
Adams,2014,0.114,18
Adams,2015,0.126,23
Adams,2016,0.131,25
Adams,2017,0.102,33
Adams,2018,0.083,29
Adams,2019,0.073,18
Adams,2020,0.14,13
Adams,2021,0.133,12
Adams,2022,0.146,13
Adams,2023,0.096,21
Adams,2024,0.135,14
Adams,2025,0.118,17
Adams,2026,0.131,8
Allamakee,2002,0.142,54
Allamakee,2003,0.151,20
Allamakee,2004,0.162,18
Allamakee,2005,0.142,47
Allamakee,2006,0.146,101
Allamakee,2007,0.146,58
Allamakee,2008,0.132,81
Allamakee,2009,0.13,38
Allamakee,2010,0.139,53
Allamakee,2011,0.147,125
Allamakee,2012,0.133,75
Allamakee,2013,0.153,69
Allamakee,2014,0.135,39
Allamakee,2015,0.141,51
Allamakee,2016,0.15,64
Allamakee,2017,0.12,71
Allamakee,2018,0.134,62
Allamakee,2019,0.148,51
Allamakee,2020,0.121,49
Allamakee,2021,0.141,48
Allamakee,2022,0.135,49
Allamakee,2023,0.144,49
Allamakee,2024,0.148,53
Allamakee,2025,0.151,53
Allamakee,2026,0.118,14
Appanoose,2002,0.097,166
Appanoose,2003,0.109,245
Appanoose,2004,0.118,190
Appanoose,2005,0.107,242
Appanoose,2006,0.108,168
Appanoose,2007,0.108,195
Appanoose,2008,0.108,174
Appanoose,2009,0.102,252
Appanoose,2010,0.121,73
Appanoose,2011,0.124,97
Appanoose,2012,0.136,90
Appanoose,2013,0.136,88
Appanoose,2014,0.144,51
Appanoose,2015,0.134,59
Appanoose,2016,0.127,52
Appanoose,2017,0.122,53
Appanoose,2018,0.134,47
Appanoose,2019,0.136,48
Appanoose,2020,0.104,62
Appanoose,2021,0.101,71
Appanoose,2022,0.116,79
Appanoose,2023,0.121,67
Appanoose,2024,0.114,65
Appanoose,2025,0.143,57
Appanoose,2026,0.133,42
Audubon,2002,0.168,16
Audubon,2003,0.136,24
Audubon,2004,0.138,23
Audubon,2005,0.139,25
Audubon,2006,0.118,18
Audubon,2007,0.129,32
Audubon,2008,0.113,44
Audubon,2009,0.134,45
Audubon,2010,0.111,23
Audubon,2011,0.157,19
Audubon,2012,0.122,16
Audubon,2013,0.152,19
Audubon,2014,0.113,20
Audubon,2015,0.117,23
Audubon,2016,0.126,24
Audubon,2017,0.147,22
Audubon,2018,0.146,19
Audubon,2019,0.157,13
Audubon,2020,0.122,21
Audubon,2021,0.111,32
Audubon,2022,0.127,11
Audubon,2023,0.132,5
Audubon,2024,0.145,25
Audubon,2025,0.123,13
Audubon,2026,0.194,5
Benton,2002,0.122,102
Benton,2003,0.125,171
Benton,2004,0.12,145
Benton,2005,0.12,138
Benton,2006,0.121,135
Benton,2007,0.127,136
Benton,2008,0.124,107
Benton,2009,0.111,143
Benton,2010,0.114,137
Benton,2011,0.143,163
Benton,2012,0.133,161
Benton,2013,0.113,119
Benton,2014,0.116,104
Benton,2015,0.127,122
Benton,2016,0.108,100
Benton,2017,0.115,94
Benton,2018,0.126,76
Benton,2019,0.119,79
Benton,2020,0.097,74
Benton,2021,0.099,102
Benton,2022,0.106,97
Benton,2023,0.106,83
Benton,2024,0.111,56
Benton,2025,0.123,62
Benton,2026,0.099,16
Black Hawk,2002,0.157,529
Black Hawk,2003,0.152,706
Black Hawk,2004,0.149,916
Black Hawk,2005,0.152,961
Black Hawk,2006,0.139,1001
Black Hawk,2007,0.148,941
Black Hawk,2008,0.15,929
Black Hawk,2009,0.155,668
Black Hawk,2010,0.152,376
Black Hawk,2011,0.152,1187
Black Hawk,2012,0.152,1138
Black Hawk,2013,0.16,999
Black Hawk,2014,0.156,721
Black Hawk,2015,0.163,636
Black Hawk,2016,0.159,514
Black Hawk,2017,0.152,541
Black Hawk,2018,0.143,520
Black Hawk,2019,0.151,518
Black Hawk,2020,0.145,518
Black Hawk,2021,0.149,628
Black Hawk,2022,0.15,550
Black Hawk,2023,0.142,565
Black Hawk,2024,0.14,569
Black Hawk,2025,0.143,485
Black Hawk,2026,0.143,267
Boone,2002,0.142,16
Boone,2003,0.136,96
Boone,2004,0.142,110
Boone,2005,0.143,136
Boone,2006,0.134,164
Boone,2007,0.136,207
Boone,2008,0.133,257
Boone,2009,0.134,224
Boone,2010,0.106,66
Boone,2011,0.13,220
Boone,2012,0.147,208
Boone,2013,0.123,199
Boone,2014,0.135,164
Boone,2015,0.136,155
Boone,2016,0.131,155
Boone,2017,0.122,165
Boone,2018,0.121,155
Boone,2019,0.127,146
Boone,2020,0.121,131
Boone,2021,0.122,114
Boone,2022,0.131,102
Boone,2023,0.123,94
Boone,2024,0.131,96
Boone,2025,0.122,90
Boone,2026,0.128,70
Bremer,2002,0.132,128
Bremer,2003,0.13,178
Bremer,2004,0.13,209
Bremer,2005,0.135,236
Bremer,2006,0.135,243
Bremer,2007,0.128,213
Bremer,2008,0.134,169
Bremer,2009,0.133,109
Bremer,2010,0.132,74
Bremer,2011,0.125,135
Bremer,2012,0.126,138
Bremer,2013,0.137,114
Bremer,2014,0.129,137
Bremer,2015,0.124,132
Bremer,2016,0.127,147
Bremer,2017,0.14,122
Bremer,2018,0.136,108
Bremer,2019,0.147,109
Bremer,2020,0.142,83
Bremer,2021,0.15,104
Bremer,2022,0.152,114
Bremer,2023,0.145,101
Bremer,2024,0.139,86
Bremer,2025,0.148,60
Bremer,2026,0.15,51
Buchanan,2002,0.0,0
Buchanan,2003,0.141,48
Buchanan,2004,0.122,53
Buchanan,2005,0.127,109
Buchanan,2006,0.123,102
Buchanan,2007,0.135,103
Buchanan,2008,0.152,99
Buchanan,2009,0.133,111
Buchanan,2010,0.103,52
Buchanan,2011,0.14,88
Buchanan,2012,0.124,124
Buchanan,2013,0.105,100
Buchanan,2014,0.132,74
Buchanan,2015,0.123,78
Buchanan,2016,0.11,89
Buchanan,2017,0.123,103
Buchanan,2018,0.12,90
Buchanan,2019,0.124,86
Buchanan,2020,0.13,90
Buchanan,2021,0.115,106
Buchanan,2022,0.122,140
Buchanan,2023,0.13,88
Buchanan,2024,0.141,66
Buchanan,2025,0.151,49
Buchanan,2026,0.137,36
Buena Vista,2002,0.134,185
Buena Vista,2003,0.144,134
Buena Vista,2004,0.147,140
Buena Vista,2005,0.144,141
Buena Vista,2006,0.148,97
Buena Vista,2007,0.15,133
Buena Vista,2008,0.152,133
Buena Vista,2009,0.151,123
Buena Vista,2010,0.144,61
Buena Vista,2011,0.146,190
Buena Vista,2012,0.133,201
Buena Vista,2013,0.135,155
Buena Vista,2014,0.13,150
Buena Vista,2015,0.145,110
Buena Vista,2016,0.156,106
Buena Vista,2017,0.147,157
Buena Vista,2018,0.142,176
Buena Vista,2019,0.128,209
Buena Vista,2020,0.158,95
Buena Vista,2021,0.135,128
Buena Vista,2022,0.133,116
Buena Vista,2023,0.137,126
Buena Vista,2024,0.144,80
Buena Vista,2025,0.137,85
Buena Vista,2026,0.138,23
Butler,2002,0.131,61
Butler,2003,0.134,28
Butler,2004,0.124,62
Butler,2005,0.136,63
Butler,2006,0.143,54
Butler,2007,0.128,51
Butler,2008,0.139,46
Butler,2009,0.141,51
Butler,2010,0.131,53
Butler,2011,0.137,52
Butler,2012,0.145,50
Butler,2013,0.137,49
Butler,2014,0.117,43
Butler,2015,0.137,42
Butler,2016,0.151,31
Butler,2017,0.163,27
Butler,2018,0.17,25
Butler,2019,0.14,37
Butler,2020,0.147,21
Butler,2021,0.147,28
Butler,2022,0.158,30
Butler,2023,0.14,19
Butler,2024,0.155,24
Butler,2025,0.127,30
Butler,2026,0.123,24
Calhoun,2002,0.137,26
Calhoun,2003,0.134,44
Calhoun,2004,0.139,23
Calhoun,2005,0.122,42
Calhoun,2006,0.106,56
Calhoun,2007,0.077,39
Calhoun,2008,0.155,29
Calhoun,2009,0.139,31
Calhoun,2010,0.11,25
Calhoun,2011,0.119,32
Calhoun,2012,0.163,38
Calhoun,2013,0.128,27
Calhoun,2014,0.145,22
Calhoun,2015,0.115,24
Calhoun,2016,0.127,19
Calhoun,2017,0.137,21
Calhoun,2018,0.114,19
Calhoun,2019,0.153,22
Calhoun,2020,0.167,30
Calhoun,2021,0.158,28
Calhoun,2022,0.132,30
Calhoun,2023,0.173,17
Calhoun,2024,0.164,21
Calhoun,2025,0.136,17
Calhoun,2026,0.163,6
Carroll,2002,0.128,34
Carroll,2003,0.134,120
Carroll,2004,0.135,85
Carroll,2005,0.129,107
Carroll,2006,0.125,146
Carroll,2007,0.139,164
Carroll,2008,0.134,142
Carroll,2009,0.142,108
Carroll,2010,0.14,62
Carroll,2011,0.143,139
Carroll,2012,0.134,109
Carroll,2013,0.133,75
Carroll,2014,0.145,71
Carroll,2015,0.134,55
Carroll,2016,0.134,67
Carroll,2017,0.133,105
Carroll,2018,0.123,83
Carroll,2019,0.116,67
Carroll,2020,0.146,64
Carroll,2021,0.149,48
Carroll,2022,0.136,36
Carroll,2023,0.14,42
Carroll,2024,0.138,40
Carroll,2025,0.152,56
Carroll,2026,0.12,44
Cass,2002,0.133,31
Cass,2003,0.152,88
Cass,2004,0.132,77
Cass,2005,0.137,71
Cass,2006,0.138,107
Cass,2007,0.133,108
Cass,2008,0.129,61
Cass,2009,0.134,84
Cass,2010,0.124,62
Cass,2011,0.133,102
Cass,2012,0.136,92
Cass,2013,0.131,85
Cass,2014,0.118,96
Cass,2015,0.139,59
Cass,2016,0.124,74
Cass,2017,0.129,58
Cass,2018,0.124,69
Cass,2019,0.149,52
Cass,2020,0.141,69
Cass,2021,0.152,61
Cass,2022,0.142,76
Cass,2023,0.159,48
Cass,2024,0.133,60
Cass,2025,0.128,49
Cass,2026,0.134,50
Cedar,2002,0.063,148
Cedar,2003,0.114,140
Cedar,2004,0.122,132
Cedar,2005,0.12,126
Cedar,2006,0.105,156
Cedar,2007,0.105,156
Cedar,2008,0.099,163
Cedar,2009,0.093,116
Cedar,2010,0.085,82
Cedar,2011,0.09,206
Cedar,2012,0.106,143
Cedar,2013,0.116,120
Cedar,2014,0.117,100
Cedar,2015,0.134,87
Cedar,2016,0.132,112
Cedar,2017,0.11,139
Cedar,2018,0.109,116
Cedar,2019,0.101,100
Cedar,2020,0.126,55
Cedar,2021,0.093,83
Cedar,2022,0.095,57
Cedar,2023,0.135,67
Cedar,2024,0.149,60
Cedar,2025,0.155,63
Cedar,2026,0.132,40
Cerro Gordo,2002,0.12,302
Cerro Gordo,2003,0.126,210
Cerro Gordo,2004,0.138,324
Cerro Gordo,2005,0.141,305
Cerro Gordo,2006,0.143,400
Cerro Gordo,2007,0.148,430
Cerro Gordo,2008,0.141,395
Cerro Gordo,2009,0.137,300
Cerro Gordo,2010,0.133,155
Cerro Gordo,2011,0.132,466
Cerro Gordo,2012,0.14,419
Cerro Gordo,2013,0.141,373
Cerro Gordo,2014,0.151,333
Cerro Gordo,2015,0.145,314
Cerro Gordo,2016,0.139,328
Cerro Gordo,2017,0.147,357
Cerro Gordo,2018,0.144,305
Cerro Gordo,2019,0.14,307
Cerro Gordo,2020,0.148,235
Cerro Gordo,2021,0.139,254
Cerro Gordo,2022,0.14,233
Cerro Gordo,2023,0.137,276
Cerro Gordo,2024,0.128,256
Cerro Gordo,2025,0.141,297
Cerro Gordo,2026,0.143,195
Cherokee,2002,0.127,106
Cherokee,2003,0.15,6
Cherokee,2004,0.129,77
Cherokee,2005,0.109,73
Cherokee,2006,0.098,110
Cherokee,2007,0.097,88
Cherokee,2008,0.081,58
Cherokee,2009,0.111,62
Cherokee,2010,0.078,16
Cherokee,2011,0.114,82
Cherokee,2012,0.129,76
Cherokee,2013,0.133,58
Cherokee,2014,0.125,75
Cherokee,2015,0.138,69
Cherokee,2016,0.118,79
Cherokee,2017,0.108,41
Cherokee,2018,0.108,84
Cherokee,2019,0.135,39
Cherokee,2020,0.13,30
Cherokee,2021,0.13,29
Cherokee,2022,0.129,31
Cherokee,2023,0.164,36
Cherokee,2024,0.146,36
Cherokee,2025,0.139,25
Cherokee,2026,0.16,14
Chickasaw,2002,0.121,99
Chickasaw,2003,0.133,109
Chickasaw,2004,0.118,140
Chickasaw,2005,0.115,119
Chickasaw,2006,0.114,138
Chickasaw,2007,0.113,106
Chickasaw,2008,0.125,147
Chickasaw,2009,0.115,113
Chickasaw,2010,0.094,51
Chickasaw,2011,0.113,116
Chickasaw,2012,0.127,86
Chickasaw,2013,0.136,84
Chickasaw,2014,0.117,89
Chickasaw,2015,0.113,113
Chickasaw,2016,0.126,107
Chickasaw,2017,0.122,75
Chickasaw,2018,0.156,47
Chickasaw,2019,0.123,72
Chickasaw,2020,0.109,44
Chickasaw,2021,0.148,59
Chickasaw,2022,0.149,57
Chickasaw,2023,0.131,47
Chickasaw,2024,0.075,89
Chickasaw,2025,0.157,37
Chickasaw,2026,0.129,6
Clarke,2002,0.137,84
Clarke,2003,0.144,59
Clarke,2004,0.145,61
Clarke,2005,0.151,51
Clarke,2006,0.124,65
Clarke,2007,0.121,76
Clarke,2008,0.128,83
Clarke,2009,0.127,93
Clarke,2010,0.136,40
Clarke,2011,0.125,76
Clarke,2012,0.131,91
Clarke,2013,0.13,93
Clarke,2014,0.11,85
Clarke,2015,0.139,73
Clarke,2016,0.122,57
Clarke,2017,0.112,84
Clarke,2018,0.117,71
Clarke,2019,0.132,45
Clarke,2020,0.129,39
Clarke,2021,0.155,52
Clarke,2022,0.109,59
Clarke,2023,0.16,27
Clarke,2024,0.152,34
Clarke,2025,0.141,32
Clarke,2026,0.11,27
Clay,2002,0.149,101
Clay,2003,0.144,134
Clay,2004,0.132,163
Clay,2005,0.146,134
Clay,2006,0.137,127
Clay,2007,0.125,144
Clay,2008,0.128,193
Clay,2009,0.12,63
Clay,2010,0.12,56
Clay,2011,0.129,174
Clay,2012,0.129,186
Clay,2013,0.128,107
Clay,2014,0.143,126
Clay,2015,0.127,115
Clay,2016,0.143,87
Clay,2017,0.124,105
Clay,2018,0.154,63
Clay,2019,0.142,69
Clay,2020,0.136,56
Clay,2021,0.153,73
Clay,2022,0.149,80
Clay,2023,0.135,79
Clay,2024,0.123,70
Clay,2025,0.143,58
Clay,2026,0.147,19
Clayton,2002,0.147,68
Clayton,2003,0.152,74
Clayton,2004,0.143,87
Clayton,2005,0.131,132
Clayton,2006,0.139,91
Clayton,2007,0.134,77
Clayton,2008,0.136,121
Clayton,2009,0.122,124
Clayton,2010,0.147,38
Clayton,2011,0.137,125
Clayton,2012,0.127,136
Clayton,2013,0.12,92
Clayton,2014,0.132,91
Clayton,2015,0.138,68
Clayton,2016,0.116,75
Clayton,2017,0.091,98
Clayton,2018,0.093,75
Clayton,2019,0.098,66
Clayton,2020,0.12,54
Clayton,2021,0.157,66
Clayton,2022,0.143,74
Clayton,2023,0.14,82
Clayton,2024,0.146,55
Clayton,2025,0.134,63
Clayton,2026,0.146,39
Clinton,2002,0.094,546
Clinton,2003,0.092,949
Clinton,2004,0.097,688
Clinton,2005,0.123,323
Clinton,2006,0.11,820
Clinton,2007,0.102,818
Clinton,2008,0.103,785
Clinton,2009,0.093,761
Clinton,2010,0.134,274
Clinton,2011,0.134,573
Clinton,2012,0.132,428
Clinton,2013,0.144,330
Clinton,2014,0.158,249
Clinton,2015,0.149,226
Clinton,2016,0.16,187
Clinton,2017,0.159,158
Clinton,2018,0.136,162
Clinton,2019,0.137,174
Clinton,2020,0.14,120
Clinton,2021,0.139,116
Clinton,2022,0.128,120
Clinton,2023,0.132,171
Clinton,2024,0.139,171
Clinton,2025,0.131,143
Clinton,2026,0.126,152
Crawford,2002,0.143,79
Crawford,2003,0.133,131
Crawford,2004,0.141,135
Crawford,2005,0.149,116
Crawford,2006,0.13,135
Crawford,2007,0.129,130
Crawford,2008,0.066,64
Crawford,2009,0.14,155
Crawford,2010,0.126,135
Crawford,2011,0.149,168
Crawford,2012,0.148,146
Crawford,2013,0.14,104
Crawford,2014,0.134,120
Crawford,2015,0.169,100
Crawford,2016,0.15,40
Crawford,2017,0.155,68
Crawford,2018,0.138,60
Crawford,2019,0.147,64
Crawford,2020,0.13,75
Crawford,2021,0.121,67
Crawford,2022,0.133,56
Crawford,2023,0.12,78
Crawford,2024,0.137,52
Crawford,2025,0.143,65
Crawford,2026,0.139,47
Dallas,2002,0.149,213
Dallas,2003,0.138,305
Dallas,2004,0.145,286
Dallas,2005,0.146,253
Dallas,2006,0.145,232
Dallas,2007,0.138,246
Dallas,2008,0.144,190
Dallas,2009,0.152,181
Dallas,2010,0.095,72
Dallas,2011,0.145,214
Dallas,2012,0.146,176
Dallas,2013,0.137,186
Dallas,2014,0.147,182
Dallas,2015,0.148,184
Dallas,2016,0.143,121
Dallas,2017,0.15,127
Dallas,2018,0.15,122
Dallas,2019,0.157,144
Dallas,2020,0.146,133
Dallas,2021,0.146,187
Dallas,2022,0.143,196
Dallas,2023,0.151,223
Dallas,2024,0.144,234
Dallas,2025,0.141,313
Dallas,2026,0.133,207
Davis,2002,0.152,19
Davis,2003,0.112,32
Davis,2004,0.138,15
Davis,2005,0.078,40
Davis,2006,0.078,33
Davis,2007,0.101,47
Davis,2008,0.091,40
Davis,2009,0.11,31
Davis,2010,0.102,7
Davis,2011,0.093,41
Davis,2012,0.094,43
Davis,2013,0.092,32
Davis,2014,0.115,23
Davis,2015,0.1,22
Davis,2016,0.118,25
Davis,2017,0.126,15
Davis,2018,0.141,36
Davis,2019,0.153,21
Davis,2020,0.157,27
Davis,2021,0.115,15
Davis,2022,0.168,26
Davis,2023,0.114,22
Davis,2024,0.127,20
Davis,2025,0.14,27
Davis,2026,0.135,16
Decatur,2002,0.128,74
Decatur,2003,0.114,75
Decatur,2004,0.109,75
Decatur,2005,0.086,84
Decatur,2006,0.123,47
Decatur,2007,0.142,51
Decatur,2008,0.133,42
Decatur,2009,0.128,34
Decatur,2010,0.147,26
Decatur,2011,0.122,37
Decatur,2012,0.135,32
Decatur,2013,0.155,32
Decatur,2014,0.145,17
Decatur,2015,0.136,16
Decatur,2016,0.173,23
Decatur,2017,0.162,27
Decatur,2018,0.127,11
Decatur,2019,0.119,18
Decatur,2020,0.125,11
Decatur,2021,0.038,3
Decatur,2022,0.127,8
Decatur,2023,0.169,11
Decatur,2024,0.114,16
Decatur,2025,0.109,14
Decatur,2026,0.188,6
Delaware,2002,0.14,56
Delaware,2003,0.128,102
Delaware,2004,0.13,83
Delaware,2005,0.133,70
Delaware,2006,0.146,145
Delaware,2007,0.135,92
Delaware,2008,0.14,79
Delaware,2009,0.137,67
Delaware,2010,0.098,41
Delaware,2011,0.131,119
Delaware,2012,0.158,121
Delaware,2013,0.139,100
Delaware,2014,0.124,117
Delaware,2015,0.12,58
Delaware,2016,0.141,81
Delaware,2017,0.117,61
Delaware,2018,0.083,68
Delaware,2019,0.143,60
Delaware,2020,0.132,88
Delaware,2021,0.123,110
Delaware,2022,0.131,80
Delaware,2023,0.134,84
Delaware,2024,0.155,88
Delaware,2025,0.136,100
Delaware,2026,0.166,85
Des Moines,2002,0.151,60
Des Moines,2003,0.144,141
Des Moines,2004,0.152,116
Des Moines,2005,0.151,236
Des Moines,2006,0.143,229
Des Moines,2007,0.143,266
Des Moines,2008,0.147,229
Des Moines,2009,0.144,156
Des Moines,2010,0.157,85
Des Moines,2011,0.152,252
Des Moines,2012,0.147,169
Des Moines,2013,0.154,134
Des Moines,2014,0.152,109
Des Moines,2015,0.166,101
Des Moines,2016,0.155,119
Des Moines,2017,0.165,106
Des Moines,2018,0.161,79
Des Moines,2019,0.145,108
Des Moines,2020,0.172,127
Des Moines,2021,0.138,112
Des Moines,2022,0.135,89
Des Moines,2023,0.166,65
Des Moines,2024,0.156,57
Des Moines,2025,0.157,65
Des Moines,2026,0.155,49
Dickinson,2002,0.133,259
Dickinson,2003,0.128,299
Dickinson,2004,0.123,261
Dickinson,2005,0.123,214
Dickinson,2006,0.1,260
Dickinson,2007,0.131,274
Dickinson,2008,0.134,245
Dickinson,2009,0.136,241
Dickinson,2010,0.145,76
Dickinson,2011,0.147,200
Dickinson,2012,0.142,207
Dickinson,2013,0.147,164
Dickinson,2014,0.14,161
Dickinson,2015,0.143,147
Dickinson,2016,0.145,156
Dickinson,2017,0.144,154
Dickinson,2018,0.158,143
Dickinson,2019,0.151,160
Dickinson,2020,0.141,135
Dickinson,2021,0.149,184
Dickinson,2022,0.151,121
Dickinson,2023,0.145,107
Dickinson,2024,0.157,113
Dickinson,2025,0.152,129
Dickinson,2026,0.161,97
Dubuque,2002,0.127,376
Dubuque,2003,0.131,489
Dubuque,2004,0.129,477
Dubuque,2005,0.129,648
Dubuque,2006,0.137,645
Dubuque,2007,0.133,629
Dubuque,2008,0.128,612
Dubuque,2009,0.135,576
Dubuque,2010,0.128,132
Dubuque,2011,0.129,685
Dubuque,2012,0.126,751
Dubuque,2013,0.125,682
Dubuque,2014,0.124,536
Dubuque,2015,0.127,484
Dubuque,2016,0.126,524
Dubuque,2017,0.117,576
Dubuque,2018,0.102,660
Dubuque,2019,0.119,449
Dubuque,2020,0.111,385
Dubuque,2021,0.119,418
Dubuque,2022,0.116,429
Dubuque,2023,0.106,483
Dubuque,2024,0.113,387
Dubuque,2025,0.13,366
Dubuque,2026,0.117,302
Emmet,2002,0.123,137
Emmet,2003,0.115,106
Emmet,2004,0.133,81
Emmet,2005,0.149,56
Emmet,2006,0.111,78
Emmet,2007,0.139,62
Emmet,2008,0.098,76
Emmet,2009,0.113,87
Emmet,2010,0.109,27
Emmet,2011,0.139,79
Emmet,2012,0.142,59
Emmet,2013,0.136,56
Emmet,2014,0.141,77
Emmet,2015,0.13,78
Emmet,2016,0.133,56
Emmet,2017,0.131,77
Emmet,2018,0.118,68
Emmet,2019,0.109,56
Emmet,2020,0.083,45
Emmet,2021,0.122,33
Emmet,2022,0.151,33
Emmet,2023,0.146,35
Emmet,2024,0.154,38
Emmet,2025,0.151,40
Emmet,2026,0.121,27
Fayette,2002,0.096,161
Fayette,2003,0.104,229
Fayette,2004,0.109,224
Fayette,2005,0.142,153
Fayette,2006,0.128,115
Fayette,2007,0.129,97
Fayette,2008,0.138,172
Fayette,2009,0.136,109
Fayette,2010,0.131,25
Fayette,2011,0.146,159
Fayette,2012,0.138,140
Fayette,2013,0.128,120
Fayette,2014,0.134,90
Fayette,2015,0.127,94
Fayette,2016,0.133,86
Fayette,2017,0.139,97
Fayette,2018,0.152,58
Fayette,2019,0.14,55
Fayette,2020,0.127,40
Fayette,2021,0.128,47
Fayette,2022,0.126,46
Fayette,2023,0.141,41
Fayette,2024,0.106,52
Fayette,2025,0.13,54
Fayette,2026,0.137,26
Floyd,2002,0.14,111
Floyd,2003,0.128,82
Floyd,2004,0.144,76
Floyd,2005,0.139,55
Floyd,2006,0.147,64
Floyd,2007,0.133,70
Floyd,2008,0.145,105
Floyd,2009,0.127,91
Floyd,2010,0.137,48
Floyd,2011,0.144,93
Floyd,2012,0.14,74
Floyd,2013,0.166,53
Floyd,2014,0.119,79
Floyd,2015,0.144,99
Floyd,2016,0.152,61
Floyd,2017,0.143,54
Floyd,2018,0.154,80
Floyd,2019,0.137,88
Floyd,2020,0.141,47
Floyd,2021,0.146,44
Floyd,2022,0.15,52
Floyd,2023,0.137,96
Floyd,2024,0.142,115
Floyd,2025,0.118,81
Floyd,2026,0.103,35
Franklin,2002,0.137,68
